10.246.81.114 - - [23/Feb/2019:08:39:35 +0800] "GET /personal/userinfo.php HTTP/1.1" 302 4764 "http://10.245.146.90/personal/indexb.php" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv 18.0)  Gecko/20100101 Firefox/18.0"
10.246.81.114 - - [23/Feb/2019:08:42:03 +0800] "GET /personal/serverinfo.php HTTP/1.1" 302 4764 "http://10.245.146.90/personal/indexb.php" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv 18.0)  Gecko/20100101 Firefox/18.0"
10.246.81.114 - - [23/Feb/2019:08:47:08 +0800] "GET /personal/project.php HTTP/1.1" 302 4764 "http://10.245.146.90/personal/indexb.php" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv 18.0)  Gecko/20100101 Firefox/18.0"
10.246.81.114 - - [23/Feb/2019:08:36:00 +0800] "GET /css/bootstrap.min.css?v=3.3.6 HTTP/1.1" 304 30568 "http://10.245.146.90/login.html" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv 18.0)  Gecko/20100101 Firefox/18.0"
10.246.81.114 - - [23/Feb/2019:08:36:00 +0800] "GET /list.php?more=2&page=2 HTTP/1.1" 304 30568 "http://10.245.146.90/login.html" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv 18.0)  Gecko/20100101 Firefox/18.0"
10.246.81.114 - - [23/Feb/2019:08:36:00 +0800] "GET /js/jquery.min.js?v=2.1.4 HTTP/1.1" 304 30568 "http://10.245.146.90/login.html" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv 18.0)  Gecko/20100101 Firefox/18.0"
10.246.81.114 - - [23/Feb/2019:08:36:00 +0800] "GET /personal/indexb.php HTTP/1.1" 304 30568 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv 18.0)  Gecko/20100101 Firefox/18.0"
10.246.81.114 - - [23/Feb/2019:08:36:00 +0800] "GET /css/animate.css HTTP/1.1" 304 30568 "http://10.245.146.90/login.html" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv 18.0)  Gecko/20100101 Firefox/18.0"
10.246.81.114 - - [23/Feb/2019:08:36:00 +0800] "GET /personal/userportal.php HTTP/1.1" 304 30568 "http://10.245.146.90/login.html" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv 18.0)  Gecko/20100101 Firefox/18.0"
10.246.81.114 - - [23/Feb/2019:08:36:00 +0800] "POST /page/login.php HTTP/1.1" 304 30568 "http://10.245.146.90/login.html" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv 18.0)  Gecko/20100101 Firefox/18.0"
10.246.81.114 - - [23/Feb/2019:08:36:00 +0800] "POST /personal/dataCollect1.php HTTP/1.1" 304 30568 "http://10.245.146.90/login.html" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv 18.0)  Gecko/20100101 Firefox/18.0"
10.246.81.114 - - [23/Feb/2019:08:36:00 +0800] "GET /css/style.css?v=4.1.0 HTTP/1.1" 304 30568 "http://10.245.146.90/login.html" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv 18.0)  Gecko/20100101 Firefox/18.0"
10.246.81.114 - - [23/Feb/2019:08:36:00 +0800] "GET /personal/indexb.php HTTP/1.1" 304 30568 "http://10.245.146.90/login.html" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv 18.0)  Gecko/20100101 Firefox/18.0"
10.246.81.114 - - [23/Feb/2019:08:36:00 +0800] "GET /css/font-awesome.css?v=4.4.0 HTTP/1.1" 304 30568 "http://10.245.146.90/login.html" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv 18.0)  Gecko/20100101 Firefox/18.0"
10.246.81.114 - - [23/Feb/2019:08:36:02 +0800] "GET /js/collect/mouse_keydown.js HTTP/1.1" 302 393 "http://10.245.146.90/personal/indexb.php" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv 18.0)  Gecko/20100101 Firefox/18.0"
10.246.81.114 - - [23/Feb/2019:08:36:02 +0800] "GET /personal/editor.php?id=893 HTTP/1.1" 302 393 "http://10.245.146.90/personal/docmanagement.php" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv 18.0)  Gecko/20100101 Firefox/18.0"
10.246.81.114 - - [23/Feb/2019:08:36:02 +0800] "POST /page/articleinfo.php HTTP/1.1" 302 393 "http://10.245.146.90/personal/editor.php" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv 18.0)  Gecko/20100101 Firefox/18.0"
10.246.81.114 - - [23/Feb/2019:08:47:34 +0800] "GET /js/collect/mouse_keydown.js HTTP/1.1" 304 54559 "http://10.245.146.90/personal/editor.php" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv 18.0)  Gecko/20100101 Firefox/18.0"
10.246.81.114 - - [23/Feb/2019:08:47:34 +0800] "GET /personal/docmanagement.php HTTP/1.1" 304 54559 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv 18.0)  Gecko/20100101 Firefox/18.0"
10.246.81.114 - - [23/Feb/2019:08:47:51 +0800] "POST /personal/dataCollect2.php HTTP/1.1" 302 9681 "http://10.245.146.90/personal/docmanagement.php" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv 18.0)  Gecko/20100101 Firefox/18.0"
